Series16_A549ACE2_Mock_1,Series16_A549ACE2_Mock_2,Series16_A549ACE2_Mock_3,Series16_A549ACE2_SARSCoV2_1,Series16_A549ACE2_SARSCoV2_2,Series16_A549ACE2_SARSCoV2_3,Series16_A549ACE2_SARSCoV2_Rux_1,Series16_A549ACE2_SARSCoV2_Rux_2,Series16_A549ACE2_SARSCoV2_Rux_3
L1FLnI_1p31.3d,0,3,1,0,0,1,0,0,1
L1FLnI_1p31.3e,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3f,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3g,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3h,0,1,0,0,0,0,0,2,0
L1FLnI_1p31.3i,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3k,0,0,0,0,1,0,1,0,0
L1FLnI_1p31.3l,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3m,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3n,0,1,0,0,0,0,0,0,0
L1FLnI_1p31.3p,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3q,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3r,0,0,0,0,0,1,2,1,1
L1FLnI_1p31.3s,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3u,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3v,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3w,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.3x,0,0,0,1,0,0,0,1,0
L1FLnI_1p31.3y,0,1,4,0,3,2,1,0,0
L1FLnI_1p31.3z,2,0,0,0,0,0,0,0,0
L1FLnI_1p32.1a,0,0,0,0,0,0,0,0,1
L1FLnI_1p32.1b,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.1c,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.1d,0,0,0,0,1,0,0,1,0
L1FLnI_1p32.1e,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.1f,0,1,0,2,0,0,0,0,0
L1FLnI_1p32.1g,1,0,1,0,0,0,0,2,0
L1FLnI_1p32.1j,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.1k,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.1m,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.2a,0,0,0,0,0,0,0,0,1
L1FLnI_1p32.2b,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.2c,0,0,0,0,0,0,1,0,0
L1FLnI_1p32.2d,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.2e,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.3a,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.3c,0,0,0,0,0,0,0,3,2
L1FLnI_1p32.3d,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.3e,0,0,0,0,0,0,0,0,1
L1FLnI_1p32.3g,0,0,0,1,0,2,0,1,1
L1FLnI_1p32.3h,0,7,1,0,0,0,0,1,1
L1FLnI_1p32.3i,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.3j,0,0,0,0,0,0,0,0,0
L1FLnI_1p32.3k,0,0,0,0,0,0,0,0,0
L1FLnI_1p33a,0,0,0,0,0,0,0,0,0
L1FLnI_1p33aa,0,0,0,0,0,0,0,0,0
L1FLnI_1p33b,0,0,0,0,0,0,0,0,0
L1FLnI_1p33ba,0,0,0,0,0,1,0,0,0
L1FLnI_1p33c,0,0,0,0,0,0,0,0,0
L1FLnI_1p33ca,0,0,0,0,0,0,0,0,0
L1FLnI_1p33d,0,0,0,0,0,0,0,0,0
L1FLnI_1p33e,0,0,0,0,0,0,0,0,0
L1FLnI_1p33ea,0,0,0,0,0,0,0,0,0
L1FLnI_1p33f,0,0,0,0,0,0,0,0,0
L1FLnI_1p33g,0,0,0,0,0,0,0,0,0
L1FLnI_1p33h,0,0,1,1,0,1,0,0,0
L1FLnI_1p33j,0,0,0,0,0,0,0,0,0
L1FLnI_1p33k,0,0,0,0,1,0,0,0,0
L1FLnI_1p33l,0,0,0,0,1,0,0,0,0
L1FLnI_1p33m,0,0,0,0,0,0,0,0,0
L1FLnI_1p33n,0,0,1,0,1,1,0,0,0
L1FLnI_1p33o,0,0,0,0,0,0,0,0,0
L1FLnI_1p33p,0,0,0,0,0,0,0,0,0
L1FLnI_1p33q,0,0,0,0,0,0,0,0,0
L1FLnI_1p33r,0,0,0,0,0,0,0,0,0
L1FLnI_1p33s,0,0,0,0,0,0,0,0,0
L1FLnI_1p33t,0,0,0,0,0,0,0,0,0
L1FLnI_1p33v,0,0,0,0,0,0,0,0,0
L1FLnI_1p33w,0,0,0,0,0,0,0,0,0
L1FLnI_1p33y,0,0,0,0,0,0,0,0,0
L1FLnI_1p33z,0,0,0,0,0,0,0,0,0
L1FLnI_1p34.1a,0,0,0,0,0,0,0,0,0
L1FLnI_1p34.1b,0,0,0,1,0,0,0,0,0
L1FLnI_1p34.2a,0,0,0,0,0,0,1,0,0
L1FLnI_1p34.2b,1,0,0,2,1,0,1,1,0
L1FLnI_1p34.2c,0,1,0,0,0,0,0,0,0
L1FLnI_1p34.2d,64,280,217,59,68,75,83,98,78
L1FLnI_1p34.2e,1,2,2,2,4,3,3,2,3
L1FLnI_1p34.3b,0,0,0,0,0,0,0,0,0
L1FLnI_1p34.3c,0,0,0,0,0,0,0,0,0
L1FLnI_1p34.3d,0,0,0,3,0,0,1,1,2
L1FLnI_1p34.3f,0,0,0,0,0,0,1,0,0
L1FLnI_1p35.1a,0,0,0,0,0,0,0,0,0
L1FLnI_1p35.1b,0,0,0,0,0,0,0,0,0
L1FLnI_1p35.1d,0,0,0,0,0,0,0,0,0
L1FLnI_1p35.1e,0,0,0,0,0,0,0,0,0
L1FLnI_1p35.2a,0,0,0,0,0,0,0,0,0
L1FLnI_1p35.2b,0,0,0,0,0,0,0,0,0
L1FLnI_1p35.2c,0,0,0,0,0,0,0,0,0
L1FLnI_1p35.2d,0,0,0,0,0,0,0,0,0
L1FLnI_1p36.11,1,0,0,0,1,0,0,0,0
L1FLnI_1p36.21b,0,0,0,0,0,0,0,0,0
L1FLnI_1p36.21c,0,0,0,0,0,0,0,0,0
L1FLnI_1p36.23,0,0,0,0,0,1,0,0,0
L1FLnI_1p36.32a,0,0,0,0,0,0,0,0,1
L1FLnI_1p36.33a,0,0,0,0,0,0,0,0,0
L1FLnI_1p36.33b,0,0,0,0,0,0,0,0,0
L1FLnI_1q11a,0,0,0,0,0,0,0,0,0
L1FLnI_1q11b,0,0,0,0,0,0,0,0,0
L1FLnI_1q11c,0,0,0,0,0,0,0,0,0
L1FLnI_1q12,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.1a,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.1b,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.1c,0,0,6,0,0,0,0,0,0
L1FLnI_1q21.1d,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.1e,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.1f,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.1h,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.1i,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.1j,0,0,0,1,0,0,0,0,0
L1FLnI_1q21.1k,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.1l,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.1m,0,0,0,1,0,0,1,0,1
L1FLnI_1q21.2a,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.2b,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.2c,0,0,0,0,0,0,1,0,0
L1FLnI_1q21.2d,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.2e,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.2f,2,3,10,14,18,7,9,10,11
L1FLnI_1q21.3a,0,7,11,0,1,0,3,1,1
L1FLnI_1q21.3b,0,0,1,0,0,0,0,0,0
L1FLnI_1q21.3e,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.3f,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.3i,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.3j,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.3l,0,0,0,0,0,0,0,0,0
L1FLnI_1q21.3m,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1a,0,0,0,1,0,0,0,0,1
L1FLnI_1q23.1b,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1c,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1e,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1i,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1j,0,0,0,0,1,2,0,2,0
L1FLnI_1q23.1k,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1l,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1m,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1n,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1o,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1p,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1r,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1s,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.1t,1,0,0,0,0,0,0,0,0
L1FLnI_1q23.1u,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.2a,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.2b,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.2c,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.2d,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.2e,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.2f,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.2g,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.2h,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.2i,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3a,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3c,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3e,0,1,1,0,1,1,1,0,0
L1FLnI_1q23.3f,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3g,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3h,0,0,0,0,0,0,0,1,0
L1FLnI_1q23.3i,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3l,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3m,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3n,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3q,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3r,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3s,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3u,7,13,14,7,4,3,8,6,5
L1FLnI_1q23.3v,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3w,0,0,0,0,0,0,0,0,0
L1FLnI_1q23.3x,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.1a,2,4,2,4,3,4,4,5,8
L1FLnI_1q24.1b,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.1c,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.1d,0,0,0,0,1,0,0,0,0
L1FLnI_1q24.1e,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.1g,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.1h,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.2a,0,0,0,0,0,0,0,1,1
L1FLnI_1q24.2b,1,0,0,0,0,0,0,0,0
L1FLnI_1q24.2c,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.2e,0,1,0,0,0,0,1,0,0
L1FLnI_1q24.2f,2,3,1,3,2,3,7,9,3
L1FLnI_1q24.2g,1,6,3,4,2,4,1,1,4
L1FLnI_1q24.2h,0,0,1,0,0,0,2,0,0
L1FLnI_1q24.2i,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.2j,6,22,4,3,4,3,6,5,6
L1FLnI_1q24.2l,0,1,0,0,0,0,0,0,0
L1FLnI_1q24.2m,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.2n,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.2q,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.2r,0,0,0,1,0,0,0,1,0
L1FLnI_1q24.2s,0,0,0,0,0,0,0,1,0
L1FLnI_1q24.2t,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.3a,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.3b,1,2,1,0,0,0,1,0,0
L1FLnI_1q24.3d,0,0,0,2,0,0,1,0,1
L1FLnI_1q24.3e,51,243,175,83,72,76,115,99,85
L1FLnI_1q24.3f,0,0,0,0,0,0,0,0,1
L1FLnI_1q24.3h,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.3i,0,0,1,2,1,2,8,2,1
L1FLnI_1q24.3j,0,0,0,1,0,0,1,4,1
L1FLnI_1q24.3l,8,18,15,13,21,14,36,19,15
L1FLnI_1q24.3m,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.1a,0,0,0,0,0,0,0,1,0
L1FLnI_1q25.1b,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.1c,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.1d,0,1,1,9,11,13,15,13,15
L1FLnI_1q25.1e,0,7,3,0,1,0,4,4,4
L1FLnI_1q25.1f,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.1g,1,1,0,7,3,7,11,8,10
L1FLnI_1q25.1h,1,18,17,12,12,17,21,17,18
L1FLnI_1q25.1i,2,8,3,3,1,4,6,2,7
L1FLnI_1q25.1j,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.1k,4,14,6,6,12,6,23,12,10
L1FLnI_1q25.1l,0,0,0,0,0,0,0,1,1
L1FLnI_1q25.1m,1,9,12,3,12,8,4,5,4
L1FLnI_1q25.1n,0,0,0,0,1,0,0,0,0
L1FLnI_1q25.1o,1,10,7,3,1,6,7,7,9
L1FLnI_1q25.1q,0,0,2,1,2,2,0,0,2
L1FLnI_1q25.2a,0,0,0,0,0,0,1,0,1
L1FLnI_1q25.2d,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2e,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2f,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2h,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2i,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2j,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2k,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2l,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2m,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2n,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2o,0,0,1,0,0,0,0,0,0
L1FLnI_1q25.2p,0,0,1,1,1,0,0,0,0
L1FLnI_1q25.2q,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2r,0,0,0,0,0,0,0,1,0
L1FLnI_1q25.2s,0,0,0,0,0,1,0,1,2
L1FLnI_1q25.2t,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2u,0,0,0,0,1,0,0,0,0
L1FLnI_1q25.2v,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3a,0,0,1,0,0,0,0,0,1
L1FLnI_1q25.3b,0,0,0,0,1,0,0,0,0
L1FLnI_1q25.3c,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3d,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3e,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3f,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3g,0,0,0,0,1,0,0,0,0
L1FLnI_1q25.3h,0,3,3,1,3,4,6,8,6
L1FLnI_1q25.3i,0,0,0,0,1,0,1,0,0
L1FLnI_1q25.3j,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3k,0,0,0,0,0,1,0,0,0
L1FLnI_1q25.3l,0,0,0,0,0,0,0,0,1
L1FLnI_1q25.3m,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3n,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3o,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3p,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3q,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3r,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.3s,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1b,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1c,0,0,1,0,0,0,0,0,0
L1FLnI_1q31.1d,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1e,0,0,0,0,1,0,0,0,1
L1FLnI_1q31.1g,0,0,0,0,0,0,1,0,0
L1FLnI_1q31.1h,0,1,0,0,0,0,0,2,0
L1FLnI_1q31.1j,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1k,48,289,309,38,36,35,55,57,52
L1FLnI_1q31.1l,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1p,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1r,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1s,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1t,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1u,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1v,0,0,0,0,0,0,0,0,2
L1FLnI_1q31.1w,1,1,1,0,0,0,0,0,0
L1FLnI_1q31.1x,0,1,0,0,0,0,0,0,0
L1FLnI_1q31.1y,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1z,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.2a,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.2b,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.2c,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.2e,0,0,0,1,1,0,1,0,1
L1FLnI_1q31.2f,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.2g,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.2h,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.2j,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.2k,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.2l,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.2m,0,2,3,3,0,1,2,3,2
L1FLnI_1q31.2n,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.2p,0,0,0,0,1,0,1,1,0
L1FLnI_1q31.3a,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.3b,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.3f,1,3,9,1,3,3,3,2,1
L1FLnI_1q31.3g,1,0,0,0,0,0,0,0,0
L1FLnI_1q31.3h,56,176,172,38,34,29,11,28,13
L1FLnI_1q31.3i,0,0,0,1,0,0,0,0,0
L1FLnI_1q31.3j,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.3k,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.3l,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.3m,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.3n,0,0,0,0,0,1,0,0,0
L1FLnI_1q31.3o,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.3p,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.3q,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.3r,0,0,0,0,1,1,1,1,2
L1FLnI_1q32.1b,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.1c,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.1d,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.1f,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.1g,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.1h,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.1i,0,0,0,1,0,0,0,0,0
L1FLnI_1q32.1k,0,2,1,1,0,0,0,0,0
L1FLnI_1q32.1l,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.1m,0,12,1,0,1,3,1,0,0
L1FLnI_1q32.2b,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.2c,0,2,1,1,1,1,0,2,0
L1FLnI_1q32.2d,0,0,0,1,0,1,0,0,1
L1FLnI_1q32.2e,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.2f,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.2g,9,40,41,6,3,4,6,7,7
L1FLnI_1q32.2h,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.2k,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.2l,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.2m,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.2n,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.2p,0,0,0,0,0,0,0,1,0
L1FLnI_1q32.2q,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.2s,0,0,0,0,0,0,0,1,0
L1FLnI_1q32.2t,0,0,0,0,0,0,1,0,0
L1FLnI_1q32.2u,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.3a,0,0,1,0,0,0,0,0,0
L1FLnI_1q32.3b,0,0,0,0,0,0,0,0,0
L1FLnI_1q32.3c,0,1,0,0,0,0,2,1,0
L1FLnI_1q32.3d,0,3,3,2,2,1,0,1,1
L1FLnI_1q32.3e,2,14,17,3,5,3,12,4,5
L1FLnI_1q32.3f,0,0,0,1,0,1,1,0,0
L1FLnI_1q32.3g,0,0,0,0,1,0,0,1,1
L1FLnI_1q32.3h,0,0,0,1,0,0,1,0,1
L1FLnI_1q32.3i,0,0,0,1,0,0,0,0,0
L1FLnI_1q32.3j,0,0,0,0,0,0,0,0,0
L1FLnI_1q41a,0,1,0,0,0,0,0,0,0
L1FLnI_1q41aa,0,1,1,1,0,1,1,2,1
L1FLnI_1q41ba,0,0,0,0,0,0,0,0,0
L1FLnI_1q41ca,0,0,0,0,0,0,0,0,0
L1FLnI_1q41d,0,0,0,0,0,0,0,0,0
L1FLnI_1q41da,0,0,0,0,0,0,0,0,0
L1FLnI_1q41ea,0,0,0,0,0,0,0,0,0
L1FLnI_1q41f,0,0,0,0,0,0,0,0,0
L1FLnI_1q41fa,0,0,0,0,0,0,0,0,0
L1FLnI_1q41g,0,0,0,0,0,0,0,0,0
L1FLnI_1q41h,0,0,0,0,0,0,0,0,0
L1FLnI_1q41i,0,0,0,0,0,0,0,0,0
L1FLnI_1q41ia,0,0,0,0,0,0,0,0,0
L1FLnI_1q41ja,0,0,0,0,0,0,0,0,0
L1FLnI_1q41k,0,0,0,0,0,0,0,0,0
L1FLnI_1q41ka,0,0,0,0,0,0,0,0,0
L1FLnI_1q41l,0,0,0,0,0,0,0,0,0
L1FLnI_1q41la,0,0,2,1,3,0,0,0,0
L1FLnI_1q41m,0,0,0,0,0,0,0,0,0
L1FLnI_1q41ma,0,0,0,0,0,0,0,0,0
L1FLnI_1q41n,0,0,0,0,0,0,0,0,0
L1FLnI_1q41oa,0,0,0,0,0,0,0,0,0
L1FLnI_1q41qa,0,0,0,0,0,0,0,0,1
L1FLnI_1q41r,0,0,0,0,0,0,0,0,0
L1FLnI_1q41ra,0,0,0,0,0,0,0,0,0
L1FLnI_1q41s,0,0,0,0,0,0,0,0,0
L1FLnI_1q41sa,1,0,0,0,0,1,1,0,0
L1FLnI_1q41t,0,0,0,0,0,0,0,0,0
L1FLnI_1q41v,0,0,0,0,0,0,0,0,0
L1FLnI_1q41w,0,0,0,0,0,0,0,0,0
L1FLnI_1q41x,0,0,0,0,0,0,0,0,0
L1FLnI_1q41y,0,0,0,0,0,0,1,0,0
L1FLnI_1q42.12a,2,4,5,31,28,39,53,82,62
L1FLnI_1q42.12b,0,0,0,3,1,1,0,0,0
L1FLnI_1q42.12c,0,0,0,0,0,0,1,0,0
L1FLnI_1q42.12d,0,0,0,1,0,2,0,1,0
L1FLnI_1q42.12e,1,1,1,0,1,1,0,0,1
L1FLnI_1q42.12f,0,0,0,0,0,0,0,0,1
L1FLnI_1q42.12i,0,0,0,0,0,1,1,0,1
L1FLnI_1q42.12j,0,1,0,0,0,0,1,0,0
L1FLnI_1q42.12l,0,0,0,0,0,0,2,1,2
L1FLnI_1q42.12m,0,0,1,0,0,0,0,2,0
L1FLnI_1q42.12n,0,0,0,0,0,0,0,0,0
L1FLnI_1q42.13a,0,0,0,0,0,0,0,0,0
L1FLnI_1q42.13b,2,8,9,2,2,5,4,2,1
L1FLnI_1q42.13c,0,0,0,0,0,0,1,1,0
L1FLnI_1q42.13d,0,0,0,0,0,0,0,0,0
L1FLnI_1q42.13e,0,0,0,0,0,0,0,0,0
L1FLnI_1q42.13f,0,0,0,0,0,0,0,1,0
L1FLnI_1q42.13g,0,0,0,0,0,0,0,0,0
L1FLnI_1q42.13h,0,0,0,0,2,1,1,2,1
L1FLnI_1q42.13i,0,0,0,0,0,0,0,0,0
L1FLnI_1q42.2a,0,0,0,0,0,0,0,0,0
L1FLnI_1q42.2b,5,11,6,3,4,1,3,2,2
L1FLnI_1q42.2c,14,85,53,26,31,29,55,57,37
L1FLnI_1q42.2d,0,0,0,0,0,0,0,0,0
L1FLnI_1q42.2e,0,0,0,0,1,0,0,0,0
L1FLnI_1q42.2g,0,0,0,0,0,0,0,0,0
L1FLnI_1q42.2h,0,0,0,0,1,0,0,0,0
L1FLnI_1q42.2i,0,0,3,0,1,1,2,1,1
L1FLnI_1q42.2j,0,0,0,0,0,1,1,1,0
L1FLnI_1q42.3a,0,0,1,1,0,0,1,0,0
L1FLnI_1q42.3b,0,0,1,3,3,0,5,2,5
L1FLnI_1q42.3d,0,0,0,1,0,1,0,0,1
L1FLnI_1q43a,0,1,0,0,0,0,0,0,1
L1FLnI_1q43b,0,0,0,0,0,0,0,0,0
L1FLnI_1q43d,0,0,0,0,0,0,0,0,0
L1FLnI_1q43e,0,0,0,0,0,0,0,0,0
L1FLnI_1q43h,0,0,0,0,0,0,0,0,0
L1FLnI_1q43i,0,0,0,0,0,0,0,0,0
L1FLnI_1q43k,0,2,1,0,3,0,0,1,1
L1FLnI_1q43m,0,0,0,0,0,0,0,0,0
L1FLnI_1q43n,0,12,10,3,7,4,4,6,5
L1FLnI_1q43o,1,7,4,0,1,1,1,2,1
L1FLnI_1q43p,0,0,0,0,0,0,0,0,0
L1FLnI_1q43q,0,0,0,0,0,0,0,0,0
L1FLnI_1q43r,0,0,0,0,0,0,0,0,0
L1FLnI_1q44b,0,1,2,0,5,2,5,4,0
L1FLnI_1q44c,1,0,1,4,2,1,3,0,0
L1FLnI_1q44d,0,0,0,0,0,0,0,0,0
L1FLnI_1q44e,1,0,3,0,0,2,1,2,0
L1FLnI_1q44f,0,0,0,0,0,0,0,0,0
L1FLnI_1q44h,0,1,0,0,0,1,0,0,0
L1FLnI_1q44i,0,0,0,0,0,0,0,0,0
L1FLnI_1q44j,0,0,0,0,0,0,0,0,0
L1FLnI_1q44l,0,0,0,0,0,0,0,0,0
L1FLnI_1q44m,0,0,0,0,0,0,0,0,0
L1FLnI_1q44n,0,0,0,0,0,0,0,0,0
L1FLnI_1q44o,0,0,0,0,0,0,0,0,0
L1FLnI_1q44q,0,0,0,0,0,0,0,0,0
L1FLnI_1q44t,0,0,0,0,0,0,0,0,0
L1FLnI_1q44u,0,0,0,0,0,0,0,0,0
L1FLnI_1q44v,0,0,0,0,0,0,0,0,0
L1FLnI_1q44x,0,0,0,0,0,0,0,0,0
L1FLnI_1q44y,0,0,0,0,0,0,0,0,0
L1FLnI_1q44z,0,0,0,0,0,0,0,0,0
L1FLnI_20p11.1a,0,1,1,0,1,0,0,0,1
L1FLnI_20p11.1b,0,2,1,2,0,3,5,5,0
