N3,N2,B1,B2,P3,P2,P1,N1,C1,C2,C3
HERVH_4q33b,0,0,0,0,0,0,0,0,0,0,0
HERVH_4q34.1a,0,0,0,0,0,0,0,0,0,0,0
HERVH_4q34.1b,0,0,1,0,0,0,0,0,0,0,0
HERVH_4q34.2a,0,1,0,0,0,0,0,0,0,0,0
HERVH_4q34.2b,7,4,0,0,4,2,2,18,0,0,0
HERVH_4q34.3a,0,0,0,0,0,0,0,0,0,0,0
HERVH_4q34.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_4q34.3c,0,0,0,0,0,0,0,0,0,1,0
HERVH_4q34.3d,0,0,0,0,0,0,0,0,0,0,0
HERVH_4q35.1a,1,0,1,0,0,0,2,0,0,0,0
HERVH_4q35.1b,0,0,0,0,0,0,0,0,0,0,0
HERVH_4q35.2a,19,14,0,0,13,16,5,25,2,3,1
HERVH_4q35.2b,0,0,0,0,0,0,0,0,0,0,0
HERVH_4q35.2c,4,3,0,0,12,9,12,11,5,12,10
HERVH_5p12b,0,0,0,0,0,0,2,0,1,0,0
HERVH_5p12c,0,1,0,0,0,0,0,0,0,0,0
HERVH_5p14.1,0,0,0,0,0,0,0,0,0,0,0
HERVH_5p14.3a,0,2,0,0,1,1,0,4,0,0,0
HERVH_5p14.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_5p14.3c,0,1,0,0,0,0,0,0,0,0,0
HERVH_5p15.1,2,3,0,0,4,3,1,9,3,4,0
HERVH_5p15.2a,0,0,0,0,0,0,2,0,0,0,0
HERVH_5p15.2b,0,0,0,0,0,0,0,0,0,0,0
HERVH_5p15.31a,0,1,0,0,0,0,0,0,0,0,0
HERVH_5p15.31b,0,0,0,0,0,0,0,0,0,0,0
HERVH_5p15.31d,0,0,0,0,0,0,0,0,0,0,0
HERVH_5p15.31e,0,0,0,0,0,0,0,0,0,0,0
HERVH_5p15.32,0,0,0,0,0,0,0,1,0,0,0
HERVH_5p15.33,55,29,0,1,7,16,1,57,20,109,4
HERVH_5q11.2,1,2,0,0,0,0,0,1,0,0,0
HERVH_5q13.3a,9,2,0,0,16,10,8,5,0,0,0
HERVH_5q13.3b,88,10,2,0,271,182,58,74,1,1,0
HERVH_5q14.1,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q14.3a,0,1,0,0,0,0,0,0,0,0,0
HERVH_5q14.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q15a,1,1,0,0,0,1,2,1,1,0,1
HERVH_5q15b,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q15c,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q21.1a,2,0,0,0,2,5,5,2,0,0,0
HERVH_5q21.1b,1,0,0,0,0,1,0,1,0,0,0
HERVH_5q21.1c,0,4,0,0,1,0,0,4,0,0,0
HERVH_5q21.2a,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q21.2b,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q21.3a,0,0,0,0,0,0,0,1,0,0,0
HERVH_5q21.3b,0,1,0,0,0,0,0,0,0,0,0
HERVH_5q21.3c,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q22.1,0,2,0,0,0,7,2,2,0,0,0
HERVH_5q22.3,3,0,0,0,0,0,0,0,0,0,0
HERVH_5q23.1a,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q23.1b,13,14,2,1,18,12,4,11,3,0,1
HERVH_5q23.1c,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q23.2a,0,0,0,1,0,0,0,0,0,0,0
HERVH_5q23.2b,3,4,0,0,5,3,0,3,33,1,1
HERVH_5q23.2c,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q23.2d,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q23.2e,4,1,0,0,27,13,6,2,2,0,0
HERVH_5q23.2f,0,0,0,0,0,0,0,1,0,0,0
HERVH_5q23.2g,9,12,0,0,8,9,7,15,0,6,2
HERVH_5q23.3,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q31.1a,48,32,4,1,21,18,16,38,3,0,0
HERVH_5q31.1b,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q31.1c,0,2,0,0,0,2,0,0,0,0,0
HERVH_5q31.1d,0,1,0,0,0,0,0,0,0,0,0
HERVH_5q31.1e,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q31.1f,2,0,0,0,0,0,0,0,0,0,0
HERVH_5q31.1g,0,0,0,0,0,0,0,1,0,0,0
HERVH_5q31.3a,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q31.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q32a,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q32b,3,2,0,0,9,7,15,0,0,0,0
HERVH_5q33.2,1,0,0,0,0,0,0,0,0,0,0
HERVH_5q34a,0,0,0,0,1,0,0,1,0,0,0
HERVH_5q34b,0,0,0,0,0,0,1,0,0,0,0
HERVH_5q34c,0,0,0,0,0,0,0,0,0,0,0
HERVH_5q34d,0,3,0,0,0,3,0,2,0,0,0
HERVH_5q34e,0,1,0,0,0,0,0,0,0,0,0
HERVH_5q34f,0,1,0,0,0,0,0,1,0,0,0
HERVH_5q35.1a,1,0,0,0,0,0,0,2,0,0,1
HERVH_5q35.1b,1,1,0,1,0,0,1,1,0,0,0
HERVH_5q35.3,0,0,0,0,0,0,0,0,0,6,0
HERVH_6p12.1,0,0,0,0,0,0,0,0,0,0,0
HERVH_6p12.2,0,1,0,0,0,0,0,0,0,0,0
HERVH_6p21.1,4,1,0,0,0,4,0,0,0,3,0
HERVH_6p21.2a,0,1,0,0,0,1,0,0,0,0,0
HERVH_6p21.2b,3,0,0,0,5,6,4,1,1,1,0
HERVH_6p21.32,0,3,0,0,0,4,2,0,0,1,0
HERVH_6p22.1,0,0,0,0,0,0,0,0,0,0,0
HERVH_6p22.3a,13,13,2,1,18,20,143,8,4,7,0
HERVH_6p22.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_6p22.3c,0,1,0,0,0,0,0,0,0,0,0
HERVH_6p22.3d,0,0,0,0,0,0,0,0,2,0,0
HERVH_6p22.3e,1,0,0,0,0,0,0,0,0,0,0
HERVH_6p23,1,2,0,0,1,2,1,2,0,1,0
HERVH_6p24.1,0,0,0,0,0,0,0,0,0,0,0
HERVH_6p25.1,0,0,0,0,0,0,0,1,0,0,0
HERVH_6p25.2,0,1,0,0,1,1,0,0,0,2,1
HERVH_6q11.1a,0,0,0,0,3,5,0,6,0,0,0
HERVH_6q11.1b,2,0,0,0,0,0,0,0,0,0,0
HERVH_6q12a,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q12b,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q12c,0,0,0,0,6,5,4,4,0,0,0
HERVH_6q12e,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q12f,0,0,0,0,1,0,0,0,1,6,1
HERVH_6q13,0,1,0,0,0,0,0,0,0,0,0
HERVH_6q14.1a,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q14.1b,0,0,0,0,0,0,1,0,0,0,0
HERVH_6q14.1c,1,0,0,0,0,0,0,0,0,0,0
HERVH_6q14.1d,0,0,0,0,1,0,0,0,0,0,0
HERVH_6q14.1e,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q14.1f,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q14.3,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q15,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q16.1a,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q16.1b,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q16.1c,1,4,0,0,0,0,0,0,0,0,0
HERVH_6q16.3a,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q16.3b,0,1,0,0,0,0,0,0,0,0,0
HERVH_6q21a,1,0,0,0,2,0,0,1,5,0,0
HERVH_6q21b,2,0,0,0,6,3,0,5,4,3,5
HERVH_6q22.1a,0,0,0,0,0,0,1,0,0,0,1
HERVH_6q22.1b,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q22.1c,6,4,0,0,3,4,4,4,4,5,1
HERVH_6q22.31a,0,0,0,0,1,0,0,0,0,0,0
HERVH_6q22.31b,0,0,0,0,0,0,1,1,0,0,0
HERVH_6q22.31c,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q22.31d,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q22.31e,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q22.31f,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q22.31g,0,1,0,0,0,0,0,0,0,0,0
HERVH_6q22.31h,0,1,0,0,0,0,0,0,0,0,0
HERVH_6q22.33,0,0,0,0,0,0,0,0,6,0,1
HERVH_6q23.1,1269,602,4,0,1071,1152,501,2149,8,6,14
HERVH_6q23.2a,56,110,0,0,38,102,25,80,0,2,2
HERVH_6q23.2b,33,84,0,0,27,63,22,37,1,0,0
HERVH_6q23.2c,20,69,0,0,22,47,13,34,0,2,0
HERVH_6q23.2d,14,54,0,0,2,5,0,9,0,0,0
HERVH_6q23.2e,3,0,0,0,2,0,0,0,0,0,0
HERVH_6q23.2f,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q23.3,0,0,0,0,0,0,1,0,0,0,0
HERVH_6q24.1a,0,1,0,0,0,0,0,0,0,0,0
HERVH_6q24.1b,2,4,0,0,0,1,0,2,0,0,0
HERVH_6q24.1c,1,0,0,0,0,0,0,3,0,0,0
HERVH_6q24.2,0,0,0,0,0,0,3,2,0,0,0
HERVH_6q24.3a,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q24.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q24.3c,1,0,0,0,0,0,0,0,0,0,0
HERVH_6q25.1,7,0,0,0,1,0,3,20,0,0,0
HERVH_6q25.2a,221,109,0,0,76,78,158,351,0,0,1
HERVH_6q25.2b,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q25.3a,3,2,0,0,1,0,3,1,0,0,0
HERVH_6q25.3b,1,5,0,0,1,0,1,4,2,5,0
HERVH_6q25.3c,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q25.3d,1,0,0,0,0,0,0,0,0,0,1
HERVH_6q26,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q27a,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q27b,0,0,0,0,0,0,0,0,0,0,0
HERVH_6q27c,0,1,0,0,0,0,0,0,0,0,0
HERVH_7p12.1a,0,0,0,0,0,0,0,0,0,0,0
HERVH_7p12.1b,0,3,0,0,0,0,0,0,0,0,0
HERVH_7p14.1,0,4,0,0,0,0,0,0,0,0,0
HERVH_7p14.3a,1,0,0,0,0,0,0,0,3,0,0
HERVH_7p14.3b,4,4,1,0,4,6,3,2,2,1,2
HERVH_7p14.3c,1,0,0,0,0,0,0,0,0,0,0
HERVH_7p14.3d,1,0,0,0,1,0,6,5,13,6,2
HERVH_7p14.3e,6,0,0,0,0,1,9,4,27,13,6
HERVH_7p14.3f,0,0,0,0,1,0,0,0,0,0,0
HERVH_7p15.2,0,0,0,0,0,0,0,0,0,3,0
HERVH_7p15.3a,0,0,0,0,0,0,0,0,0,0,0
HERVH_7p15.3b,29,12,0,0,20,36,11,41,19,5,0
HERVH_7p15.3c,0,0,0,0,0,0,0,0,0,0,0
HERVH_7p21.1a,0,3,0,0,7,4,4,5,0,0,0
HERVH_7p21.1b,0,0,0,1,6,4,0,2,9,8,2
HERVH_7p21.1c,0,0,0,0,0,0,0,0,11,0,3
HERVH_7p21.3a,0,0,0,0,0,0,0,0,0,0,0
HERVH_7p21.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_7p21.3c,0,0,0,0,0,1,1,2,1,1,0
HERVH_7p22.1a,0,0,0,0,0,0,0,0,0,0,0
HERVH_7p22.1b,0,0,0,0,0,0,0,0,0,0,0
HERVH_7p22.1c,0,1,0,0,0,3,13,0,0,0,0
HERVH_7q11.21,1259,849,37,22,2467,1950,1182,3998,245,245,252
HERVH_7q11.23a,475,147,4,7,414,339,283,575,48,40,30
HERVH_7q11.23b,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q21.11,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q21.2,58,29,0,6,247,108,134,102,47,71,38
HERVH_7q21.3a,1,0,0,0,0,0,0,0,0,0,0
HERVH_7q21.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q22.1a,24,9,0,0,45,42,11,71,15,4,8
HERVH_7q22.1b,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q22.3a,0,0,0,0,1,0,6,5,4,6,10
HERVH_7q22.3b,0,0,0,0,0,0,0,0,56,14,3
HERVH_7q31.1a,2,0,0,0,0,0,0,0,0,0,0
HERVH_7q31.1b,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q31.1c,1,0,0,0,0,0,0,0,0,0,0
HERVH_7q31.2,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q31.31a,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q31.31b,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q31.31c,0,0,0,0,3,0,0,0,0,0,0
HERVH_7q31.31d,8,0,0,0,15,3,4,10,1,0,0
HERVH_7q31.32a,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q31.32b,0,0,0,0,0,0,0,0,1,0,0
HERVH_7q31.33a,0,1,0,0,0,0,0,0,0,0,0
HERVH_7q31.33b,5,1,0,0,0,0,0,1,0,0,0
HERVH_7q31.33c,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q31.33d,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q31.33e,0,1,0,0,0,0,0,0,0,0,0
HERVH_7q33a,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q33b,0,0,0,0,0,0,0,0,0,0,0
HERVH_7q34a,3,0,0,0,0,0,0,1,0,0,1
HERVH_7q34b,1,0,0,0,0,0,1,0,0,0,0
HERVH_7q34c,22,12,0,0,15,12,5,16,3,1,0
HERVH_7q34d,1,0,0,0,2,0,6,4,0,0,0
HERVH_7q35a,14,1,0,0,3,1,0,1,0,0,0
HERVH_7q35b,2,30,0,0,0,2,7,0,0,0,0
HERVH_7q35c,0,1,0,0,0,0,0,0,0,0,0
HERVH_7q36.1a,0,1,0,0,2,0,0,1,0,0,0
HERVH_7q36.1b,8,7,0,0,4,4,2,3,3,0,0
HERVH_8p11.23,0,0,0,0,0,1,0,0,0,0,0
HERVH_8p23.1a,1,0,0,0,0,0,0,0,0,0,0
HERVH_8p23.1b,0,0,0,0,0,0,0,0,0,0,0
HERVH_8p23.1c,72,76,0,0,33,19,4,9,0,20,3
HERVH_8p23.1d,8,6,0,0,3,0,0,0,3,0,3
HERVH_8p23.1e,14,5,0,0,0,1,2,20,4,2,4
HERVH_8p23.1f,0,0,0,0,0,0,0,1,0,0,0
HERVH_8p23.1g,1,0,0,0,0,0,0,1,0,0,0
HERVH_8p23.1h,1,1,0,0,0,5,0,13,0,2,0
HERVH_8p23.1i,3,0,0,0,0,2,0,8,0,0,5
HERVH_8p23.2a,0,0,0,0,0,0,0,0,0,0,0
HERVH_8p23.2b,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q11.21,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q12.1,1,0,0,0,0,0,0,1,0,0,0
HERVH_8q12.3,0,1,0,0,0,0,0,0,0,0,0
HERVH_8q13.2,1,0,0,0,0,0,0,0,0,0,0
HERVH_8q13.3a,0,0,8,0,0,0,0,1,0,0,0
HERVH_8q13.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q21.13a,1,1,0,0,0,0,1,0,0,0,0
HERVH_8q21.13b,3,0,0,0,0,1,2,1,1,0,1
HERVH_8q21.13c,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q21.2a,1,0,0,0,0,0,0,0,0,0,0
HERVH_8q21.2b,0,0,0,0,0,0,0,0,1,0,0
HERVH_8q21.2c,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q21.3a,0,1,0,0,0,0,0,0,0,0,0
HERVH_8q21.3b,7,0,0,0,0,0,3,2,1,0,0
HERVH_8q21.3c,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q22.1a,361,140,0,4,604,331,509,1279,31,34,10
HERVH_8q22.1b,2,4,0,0,3,4,2,7,0,0,0
HERVH_8q22.1c,5,2,0,0,9,13,11,4,0,0,0
HERVH_8q22.2,3,0,0,0,0,0,0,2,0,0,0
HERVH_8q22.3a,12,3,5,0,38,28,44,60,5,1,0
HERVH_8q22.3b,3,0,0,0,0,0,0,1,0,0,0
HERVH_8q23.1,0,4,0,0,6,3,7,4,3,2,0
HERVH_8q23.3a,0,1,0,0,0,0,0,0,0,0,0
HERVH_8q23.3b,0,3,0,0,0,0,0,0,0,0,0
HERVH_8q23.3c,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q23.3d,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q23.3e,1,0,0,0,0,0,0,0,0,0,0
HERVH_8q23.3f,1,0,0,0,0,0,0,0,0,0,0
HERVH_8q24.21a,24,11,0,0,4,79,10,56,0,0,0
HERVH_8q24.21b,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q24.21c,0,0,0,0,0,0,2,1,0,0,0
HERVH_8q24.22a,0,0,0,0,0,0,1,1,0,0,0
HERVH_8q24.22b,1,2,0,1,0,1,0,0,0,0,0
HERVH_8q24.22c,1,4,0,0,0,3,1,0,0,2,1
HERVH_8q24.22d,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q24.23a,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q24.23b,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q24.23c,0,0,0,0,0,0,0,0,0,0,0
HERVH_8q24.3,2,0,0,0,2,4,1,4,0,0,0
HERVH_9p11.2,0,0,0,0,0,0,0,0,0,0,0
HERVH_9p13.3a,15,13,0,0,10,9,2,14,0,3,1
HERVH_9p13.3b,18,16,1,0,26,27,21,45,15,29,20
HERVH_9p13.3c,1,0,0,0,6,0,1,1,17,43,10
HERVH_9p13.3d,11,4,0,0,24,14,19,17,1,2,2
HERVH_9p21.1a,0,0,0,0,1,0,0,0,0,0,0
HERVH_9p21.1b,0,0,0,0,0,0,0,0,0,0,0
HERVH_9p21.2a,0,1,0,0,0,0,0,0,0,0,0
HERVH_9p21.3a,0,3,0,0,0,6,0,6,4,2,0
HERVH_9p21.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_9p21.3c,1,0,0,0,0,0,0,0,0,0,0
HERVH_9p23a,1,0,0,0,0,0,0,0,0,0,0
HERVH_9p23b,0,1,0,0,0,0,0,0,0,0,0
HERVH_9p24.1,0,0,0,0,0,0,0,0,0,0,0
HERVH_9p24.2a,2,1,0,0,2,0,0,0,0,0,0
HERVH_9p24.2b,0,0,0,0,0,0,0,2,0,0,0
HERVH_9p24.2c,0,2,0,0,0,0,0,0,0,0,0
HERVH_9q13,0,0,0,0,0,0,0,0,0,0,0
HERVH_9q21.11,0,0,0,0,0,0,0,0,0,0,0
HERVH_9q21.12,0,0,0,0,2,0,0,0,0,0,0
HERVH_9q21.13a,0,0,0,0,0,0,0,0,0,0,0
HERVH_9q21.13b,9,4,0,0,11,5,11,19,1,1,0
HERVH_9q21.2,4,0,0,0,0,0,1,0,0,0,0
HERVH_9q21.31a,0,0,0,0,2,0,0,0,0,0,0
HERVH_9q21.31b,2,0,0,0,2,0,1,4,0,0,0
HERVH_9q21.32a,0,0,0,0,0,0,0,0,0,0,0
HERVH_9q21.32b,0,0,0,0,0,0,0,0,0,0,0
HERVH_9q21.33a,2,0,0,0,0,0,2,0,0,0,0
HERVH_9q21.33b,7,1,0,0,4,3,4,3,0,1,0
HERVH_9q21.33c,22,21,0,0,30,39,7,56,3,10,3
HERVH_9q21.33d,1,0,0,0,1,5,0,0,0,0,0
HERVH_9q21.33e,0,0,0,0,0,0,0,0,0,2,0
HERVH_9q21.33f,0,1,0,0,0,0,0,1,0,0,0
HERVH_9q22.2,0,0,0,0,0,0,1,0,0,0,0
HERVH_9q22.31a,459,352,0,0,1276,999,1193,1116,136,177,88
HERVH_9q22.31b,0,0,0,0,0,0,0,0,0,0,0
HERVH_9q22.32,1,0,0,0,0,0,0,0,0,0,0
HERVH_9q22.33a,8,5,0,0,6,3,0,9,0,0,0
HERVH_9q22.33b,0,0,0,0,3,1,0,0,0,0,0
HERVH_9q22.33c,0,0,0,0,0,0,0,0,0,0,0
HERVH_9q31.1,135,122,5,2,36,57,39,77,4,0,0
HERVH_9q31.2,0,0,0,0,0,0,0,0,0,0,0
HERVH_9q33.1a,0,0,0,0,5,0,0,2,1,0,0
HERVH_9q33.1b,0,0,0,0,0,0,0,0,0,0,0
HERVH_9q33.1c,0,0,0,0,0,0,0,0,0,0,0
HERVH_9q33.1d,0,0,0,0,0,1,0,1,0,0,0
HERVH_9q33.2a,0,0,0,0,0,3,13,2,0,0,0
HERVH_9q33.2b,4,2,0,0,0,0,1,9,0,0,1
HERVH_9q33.3a,0,2,0,0,0,0,0,0,0,0,0
HERVH_9q33.3b,5,1,0,0,8,5,0,2,3,6,0
HERVH_9q34.13,61,61,3,0,36,37,42,53,3,6,6
HERVH_9q34.3,8,4,0,0,4,4,5,4,0,1,0
HERVH_Xp11.21,0,6,0,0,10,9,1,7,2,0,3
HERVH_Xp21.1a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xp21.1b,0,0,1,1,0,0,1,0,3,2,1
HERVH_Xp21.2a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xp21.2b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xp21.2c,0,0,0,0,1,0,6,0,0,0,0
HERVH_Xp21.2d,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xp21.3a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xp21.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xp21.3c,0,1,0,0,0,0,0,0,0,0,0
HERVH_Xp22.2a,1,0,3,0,10,6,12,18,0,0,1
HERVH_Xp22.2b,0,0,0,0,5,0,2,2,0,0,0
HERVH_Xp22.2c,1,1,0,0,0,2,2,0,0,0,0
HERVH_Xp22.2d,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xp22.31,3,0,0,0,0,0,0,0,0,0,0
HERVH_Xp22.32a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xp22.32b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xp22.33,9,0,0,0,4,2,0,7,2,0,2
HERVH_Xq11.2a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq11.2b,13,33,0,0,1,1,1,2,0,0,0
HERVH_Xq11.2c,3,4,0,0,4,5,3,2,0,0,0
HERVH_Xq13.1a,19,16,0,1,35,38,11,28,2,4,0
HERVH_Xq13.1b,11,19,0,0,28,21,9,28,4,4,5
HERVH_Xq13.2a,9,10,0,0,7,13,3,20,0,0,0
HERVH_Xq13.2b,0,0,0,0,0,0,0,0,2,0,0
HERVH_Xq13.2c,29,10,13,1,36,22,29,22,4,12,7
HERVH_Xq13.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq21.1,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq21.2,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq21.31a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq21.31b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq21.31c,0,1,0,0,0,0,0,0,0,0,0
HERVH_Xq21.31d,2,0,0,0,0,0,0,0,0,0,0
HERVH_Xq21.32a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq21.32b,0,0,0,0,1,0,0,0,0,0,0
HERVH_Xq21.33a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq21.33b,1,0,0,0,0,0,0,0,0,0,0
HERVH_Xq21.33c,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq21.33d,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq22.1a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq22.1b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq22.2a,0,1,0,0,3,1,0,1,0,0,0
HERVH_Xq22.2b,2,5,0,0,2,5,4,2,1,0,0
HERVH_Xq22.2c,2,10,0,0,3,11,4,6,2,0,0
HERVH_Xq22.3,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq23a,2,0,0,0,0,0,0,0,0,0,1
HERVH_Xq23b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq23c,0,1,0,0,0,0,0,0,0,0,0
HERVH_Xq23d,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq23e,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq23f,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq23g,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq23h,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq23i,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq23j,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq23k,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq23l,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq23m,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq24a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq24b,2,0,0,0,1,0,0,0,1,2,1
HERVH_Xq24c,1,0,0,0,0,0,0,0,0,0,0
HERVH_Xq25a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq25b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq25c,0,0,0,0,2,0,0,0,0,0,0
HERVH_Xq25d,1,1,0,0,0,0,0,0,0,0,0
HERVH_Xq25e,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq26.1,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq26.2,13,14,0,0,20,30,29,6,19,20,8
HERVH_Xq26.3a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq26.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq27.2a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq27.2b,0,0,0,0,1,0,0,0,0,0,0
HERVH_Xq27.3a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq27.3b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Xq28a,0,0,0,0,0,0,1,0,0,0,0
HERVH_Xq28b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Yp11.2a,0,0,0,0,0,0,0,0,0,0,0
HERVH_Yp11.2b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Yp11.2c,0,0,0,0,0,0,0,0,0,0,0
HERVH_Yp11.2d,0,0,0,0,0,0,0,0,0,0,0
HERVH_Yp11.2e,2,1,0,0,1,1,0,2,0,2,0
HERVH_Yp11.2f,0,0,0,0,0,0,0,0,0,0,0
HERVH_Yq11.21,0,0,0,0,0,0,0,0,0,0,0
HERVH_Yq11.221a,2,1,0,0,0,1,0,0,0,0,0
HERVH_Yq11.221b,0,0,0,0,0,0,0,1,0,0,0
HERVH_Yq11.221d,0,1,0,0,0,0,0,0,0,0,0
HERVH_Yq11.222b,0,0,0,0,0,0,0,0,0,0,0
HERVH_Yq11.222c,4,4,0,0,5,6,0,5,0,4,0
HERVH_Yq11.222d,2,0,0,0,1,0,0,1,0,0,0
HERVH_Yq11.223a,3,0,0,0,13,3,1,8,0,0,0
HERVH_Yq11.223b,4,0,0,0,1,3,1,0,0,0,0
HERVH_Yq11.223c,18,9,0,0,45,9,4,29,0,0,0
HERVH48_11p15.4,7,0,1,0,15,7,2,10,1,0,0
HERVH48_11q21,0,0,0,0,0,0,3,2,0,0,0
